Network_Reward,Group_A_Reward,Group_B_Reward,Sup_A_Loss,Sup_B_Loss,tls_1,tls_2,tls_3,tls_4,tls_5,tls_6,tls_7,tls_8
-2087.0,-1090.5,-996.5,2.7623992992771997,2.3881367365519206,-358.5,-211.5,-270.0,-250.5,-330.5,-262.5,-199.5,-204.0
-2058.0,-1047.5,-1010.5,2.746811576022042,2.488744760553042,-377.5,-145.0,-286.0,-239.0,-306.0,-277.0,-194.0,-233.5
-1918.5,-985.0,-933.5,2.88820618821515,2.4638068619701596,-330.5,-224.5,-218.0,-212.0,-252.0,-269.0,-154.0,-258.5
-1994.0,-1107.0,-887.0,2.680394031604131,2.41563934551345,-360.0,-254.0,-229.5,-263.5,-249.5,-254.0,-150.0,-233.5
-1972.0,-1010.0,-962.0,2.753747135069635,2.3947584436999425,-350.5,-206.5,-253.5,-199.5,-195.0,-254.5,-218.0,-294.5
-2103.5,-1008.5,-1095.0,2.6962360206577514,2.415860699945026,-268.0,-177.0,-321.5,-242.0,-323.5,-241.0,-222.5,-308.0
-2055.5,-997.5,-1058.0,2.7416722569200727,2.3686685386631225,-288.0,-172.0,-264.0,-273.5,-280.5,-234.0,-254.5,-289.0
-2133.5,-1024.0,-1109.5,2.731604257888264,2.4655303984880446,-344.0,-183.5,-273.5,-223.0,-282.0,-279.5,-280.5,-267.5
-2088.5,-984.0,-1104.5,2.662256431248453,2.488210305240419,-279.0,-225.0,-214.5,-265.5,-341.0,-303.5,-215.0,-245.0
-1875.5,-951.0,-924.5,2.682107858856519,2.454268213775423,-310.5,-209.5,-229.0,-202.0,-241.0,-254.0,-188.0,-241.5
-2174.0,-1220.5,-953.5,2.7644693755441243,2.5253010322650273,-324.0,-232.5,-320.0,-344.0,-249.5,-279.0,-187.0,-238.0
-2247.5,-1137.5,-1110.0,2.7542985452546014,2.5686286518971126,-348.0,-202.0,-312.5,-275.0,-308.0,-357.0,-214.0,-231.0
-2147.0,-1114.0,-1033.0,2.7085400071409014,2.5507201118601692,-387.0,-214.5,-291.0,-221.5,-289.5,-276.0,-196.0,-271.5
-2075.5,-1074.0,-1001.5,2.775489122337765,2.5516371756792067,-349.5,-176.0,-276.0,-272.5,-286.5,-290.0,-198.0,-227.0
-2082.0,-1070.5,-1011.5,2.7356300426854028,2.5093500110838147,-340.0,-226.0,-255.5,-249.0,-362.0,-250.5,-144.5,-254.5
-1830.5,-915.5,-915.0,2.72154520617591,2.562981238630083,-270.5,-160.0,-215.5,-269.5,-257.0,-258.0,-190.0,-210.0
-2124.0,-1010.5,-1113.5,2.702657589978642,2.54036211139626,-298.5,-151.0,-277.5,-283.5,-354.5,-251.0,-242.0,-266.0
-2104.5,-1138.0,-966.5,2.7433191286193,2.5535827212863498,-379.5,-210.0,-292.0,-256.5,-250.0,-323.5,-191.5,-201.5
-1899.5,-1070.5,-829.0,2.7046287192238703,2.5640430566337375,-370.5,-177.5,-288.0,-234.5,-239.0,-224.5,-143.5,-222.0
-1998.5,-1044.0,-954.5,2.574601252542602,2.5239387558566198,-365.0,-214.0,-240.0,-225.0,-261.5,-236.0,-217.0,-240.0
-1921.5,-975.0,-946.5,2.6582769367429946,2.5990536133448283,-341.0,-196.5,-212.5,-225.0,-288.5,-219.0,-184.0,-255.0
-2116.0,-1176.0,-940.0,2.5495550932155715,2.5295523739523356,-363.0,-222.0,-300.0,-291.0,-264.5,-235.0,-188.5,-252.0
-1839.5,-958.5,-881.0,2.521355563402176,2.4695773200856315,-339.0,-184.5,-210.0,-225.0,-255.5,-238.0,-178.5,-209.0
-1853.5,-959.0,-894.5,2.54994328684277,2.5355017135540643,-275.5,-168.5,-251.5,-263.5,-229.5,-249.0,-172.0,-244.0
-2197.5,-1174.0,-1023.5,2.60527642832862,2.5540794342756272,-372.0,-181.0,-377.0,-244.0,-256.5,-250.5,-205.0,-311.5
-1987.0,-967.5,-1019.5,2.623827302124765,2.5217234528727,-332.5,-167.5,-240.5,-227.0,-293.5,-233.0,-263.0,-230.0
-1913.5,-1009.0,-904.5,2.6267876088619233,2.5103791859414843,-294.5,-203.5,-261.5,-249.5,-236.5,-238.5,-206.0,-223.5
-1975.0,-1058.0,-917.0,2.5269050657749177,2.5624947771430016,-346.0,-209.0,-277.5,-225.5,-289.5,-236.0,-167.0,-224.5
-2038.0,-1119.5,-918.5,2.564340786801444,2.481032775508033,-345.5,-208.5,-246.0,-319.5,-259.5,-268.5,-200.0,-190.5
-1921.0,-1020.0,-901.0,2.5071640425258215,2.445441868901253,-349.0,-236.5,-202.5,-232.0,-228.0,-308.5,-150.0,-214.5
-1951.5,-1064.0,-887.5,2.504586395952437,2.5137657506598368,-328.0,-189.0,-280.0,-267.0,-257.5,-237.5,-195.0,-197.5
-1886.5,-943.0,-943.5,2.5024787548515532,2.4652886827786764,-284.5,-220.0,-266.5,-172.0,-276.5,-255.0,-190.0,-222.0
-2022.0,-1070.0,-952.0,2.4679890473683677,2.498483321401808,-377.5,-198.0,-208.0,-286.5,-247.0,-252.5,-216.5,-236.0
-2013.5,-1104.0,-909.5,2.5543192674716315,2.4654328589638075,-348.5,-180.5,-298.5,-276.5,-228.0,-206.0,-221.0,-254.5
-2017.5,-1091.5,-926.0,2.606183816658126,2.486438615454568,-325.5,-232.0,-278.5,-255.5,-302.5,-184.0,-167.5,-272.0
-2067.5,-1037.5,-1030.0,2.6128443992800183,2.412087745467822,-322.5,-250.0,-256.0,-209.0,-288.5,-345.5,-184.0,-212.0
-1989.0,-1037.0,-952.0,2.552584399448501,2.314998210304313,-351.5,-202.5,-254.5,-228.5,-237.0,-252.5,-204.0,-258.5
-1750.5,-881.0,-869.5,2.5516097194618648,2.3396131604909898,-271.0,-184.0,-245.0,-181.0,-189.0,-260.5,-213.0,-207.0
-1970.0,-1092.5,-877.5,2.474248645040724,2.2806461244821548,-309.0,-200.0,-341.5,-242.0,-249.5,-260.5,-162.5,-205.0
-1988.0,-1037.0,-951.0,2.468709056079388,2.2945051211449834,-332.5,-178.0,-276.0,-250.5,-271.5,-249.5,-172.5,-257.5
-2046.0,-1069.0,-977.0,2.428266649113761,2.290068123075697,-273.0,-229.0,-275.0,-292.0,-277.5,-284.0,-203.5,-212.0
-1887.5,-1062.0,-825.5,2.5245428532361984,2.26935929093096,-330.5,-188.5,-264.5,-278.5,-219.5,-226.5,-187.0,-192.5
-2019.5,-1109.0,-910.5,2.4687315785222586,2.165142062637541,-369.0,-228.0,-252.0,-260.0,-240.0,-254.5,-180.0,-236.0
-2004.5,-1065.0,-939.5,2.4867001007000606,2.191465529799461,-357.0,-192.5,-295.5,-220.0,-250.0,-244.5,-175.5,-269.5
-2136.0,-1145.0,-991.0,2.489971359901958,2.190423540605439,-395.5,-152.5,-284.5,-312.5,-250.0,-236.5,-228.0,-276.5
-2017.5,-1004.0,-1013.5,2.5137534028953974,2.1718013058106105,-333.0,-188.0,-242.5,-240.5,-277.0,-278.5,-227.5,-230.5
-1937.5,-955.0,-982.5,2.4757747408416537,2.1594346000088587,-323.0,-189.5,-234.5,-208.0,-347.5,-301.5,-136.0,-197.5
-2038.5,-1070.0,-968.5,2.5200438363684547,2.278076348702113,-337.0,-252.0,-272.0,-209.0,-271.5,-223.0,-209.0,-265.0
-1997.5,-948.5,-1049.0,2.423600627978643,2.173409101698134,-251.5,-205.5,-252.5,-239.0,-269.5,-291.0,-237.5,-251.0
-2076.5,-1033.0,-1043.5,2.381146956152386,2.1939103179507784,-332.5,-197.0,-287.0,-216.5,-275.5,-316.0,-204.0,-248.0
-2052.5,-1107.0,-945.5,2.455424569050471,2.267696256438891,-410.0,-165.0,-262.0,-270.0,-280.0,-271.5,-207.5,-186.5
-1815.0,-945.5,-869.5,2.4222173432509106,2.2068238861031,-318.5,-159.0,-258.5,-209.5,-247.5,-247.0,-155.5,-219.5
-1878.5,-944.5,-934.0,2.4288447591993543,2.229659383164512,-324.5,-187.0,-205.0,-228.0,-273.5,-274.0,-182.5,-204.0
-1667.0,-817.5,-849.5,2.4653022832340663,2.157701575424936,-264.0,-128.5,-188.5,-236.5,-235.5,-242.5,-178.5,-193.0
-1849.5,-1044.0,-805.5,2.4267461785011823,2.1359059860308967,-366.0,-201.0,-240.5,-236.5,-243.0,-234.0,-142.5,-186.0
-2006.5,-1077.5,-929.0,2.3594737744993632,2.1481608299745454,-344.5,-186.5,-297.0,-249.5,-247.0,-275.0,-174.0,-233.0
-1894.5,-999.0,-895.5,2.33922760784626,2.115735539793968,-318.0,-210.0,-244.0,-227.0,-231.0,-290.0,-154.0,-220.5
-1909.5,-1048.5,-861.0,2.3598875645134183,2.2068763305743535,-279.5,-207.0,-311.5,-250.5,-217.0,-219.5,-186.0,-238.5
-1949.0,-998.5,-950.5,2.3376780847708383,2.147338652776347,-331.5,-199.5,-244.0,-223.5,-309.0,-266.0,-187.0,-188.5
-1845.5,-999.5,-846.0,2.3757713827821942,2.124974939558241,-320.5,-167.5,-238.0,-273.5,-249.0,-215.5,-181.0,-200.5
-1888.0,-1074.0,-814.0,2.369422044687801,2.173194885585043,-351.5,-170.0,-320.5,-232.0,-200.5,-241.5,-165.5,-206.5
-1931.0,-1031.5,-899.5,2.2934061553743152,2.1105192707644567,-320.5,-190.0,-265.5,-255.5,-279.5,-214.0,-174.0,-232.0
-1902.0,-939.0,-963.0,2.360782586203681,2.1601444436444175,-306.5,-196.0,-220.0,-216.5,-269.5,-234.0,-250.5,-209.0
-2044.0,-1033.5,-1010.5,2.3655417104562124,2.1176931565006574,-318.0,-211.0,-268.0,-236.5,-302.0,-282.0,-202.5,-224.0
-1875.5,-986.0,-889.5,2.281496563222673,2.1479610489474403,-275.5,-174.5,-301.0,-235.0,-207.5,-213.5,-191.0,-277.5
-2034.5,-999.0,-1035.5,2.3690171907345454,2.0809673741459846,-303.0,-186.5,-230.5,-279.0,-287.5,-280.0,-248.5,-219.5
-2037.0,-1087.0,-950.0,2.3584986007875868,2.111202370789316,-346.0,-219.0,-291.0,-231.0,-232.5,-263.5,-183.0,-271.0
-1983.5,-979.0,-1004.5,2.391928470797009,2.20160570608245,-310.5,-158.0,-274.0,-236.5,-206.5,-287.5,-203.0,-307.5
-1870.0,-987.0,-883.0,2.3690123094452753,2.220535910791821,-329.5,-222.0,-186.5,-249.0,-242.5,-235.0,-184.0,-221.5
-1922.5,-941.5,-981.0,2.3503087802065745,2.2001840136117403,-310.0,-186.5,-211.0,-234.0,-252.0,-291.0,-198.5,-239.5
-1850.5,-839.5,-1011.0,2.2518173502551186,2.1741710543632506,-254.5,-197.5,-204.5,-183.0,-314.0,-264.0,-181.0,-252.0
-1949.0,-1035.0,-914.0,2.267314377095964,2.194080302947097,-314.5,-189.0,-269.5,-262.0,-297.5,-240.5,-182.0,-194.0
-2045.0,-1084.0,-961.0,2.27909947666857,2.152873896724648,-290.0,-195.5,-259.5,-339.0,-270.0,-291.0,-188.5,-211.5
-1968.5,-1019.5,-949.0,2.3184623453352184,2.2045791351132924,-360.5,-177.0,-230.5,-251.5,-260.5,-271.0,-189.0,-228.5
-1896.5,-913.5,-983.0,2.328332319524553,2.1786078214645386,-290.5,-176.5,-251.0,-195.5,-298.5,-266.5,-187.0,-231.0
-1861.5,-975.0,-886.5,2.261376534236802,2.1309512784083684,-308.0,-170.5,-247.5,-249.0,-217.0,-270.5,-183.0,-216.0
-1841.0,-996.5,-844.5,2.2016718831327227,2.1234500255849627,-262.0,-225.5,-244.5,-264.5,-217.0,-233.0,-193.0,-201.5
-1880.5,-913.5,-967.0,2.254751914905177,2.118441464834743,-285.5,-195.5,-224.0,-208.5,-283.0,-279.0,-174.0,-231.0
-1701.0,-941.0,-760.0,2.27769641843107,2.0667248808675343,-300.0,-193.0,-247.5,-200.5,-187.0,-231.5,-147.0,-194.5
-1947.0,-1034.5,-912.5,2.2317863709396786,2.0440051562256283,-315.5,-178.5,-270.5,-270.0,-246.5,-282.5,-211.5,-172.0
-1939.0,-1066.0,-873.0,2.2916773358980813,2.101040233837234,-354.5,-163.5,-285.5,-262.5,-232.5,-200.5,-198.0,-242.0
-1815.5,-924.0,-891.5,2.248932726184527,2.079820708764924,-273.5,-184.5,-248.0,-218.0,-232.5,-338.0,-151.0,-170.0
-1832.0,-967.0,-865.0,2.3007115652163823,2.0921956612004173,-380.5,-153.0,-187.0,-246.5,-230.5,-244.5,-174.5,-215.5
-1790.5,-942.5,-848.0,2.2508396794398626,2.030749178595013,-349.0,-181.5,-202.0,-210.0,-243.0,-296.0,-146.5,-162.5
-2007.5,-1047.0,-960.5,2.1969631867276296,2.1224320419960554,-355.5,-200.0,-260.0,-231.5,-259.0,-298.5,-188.0,-215.0
-2027.0,-1033.0,-994.0,2.2455423050456575,2.077995731598801,-315.0,-236.0,-200.5,-281.5,-325.5,-262.5,-175.5,-230.5
-1883.5,-1038.5,-845.0,2.2833227899339463,2.086132099396653,-376.5,-210.5,-220.5,-231.0,-252.5,-218.5,-161.5,-212.5
-2011.0,-1045.0,-966.0,2.248398015896479,2.042694787846671,-412.5,-161.0,-251.0,-220.5,-298.5,-301.0,-168.5,-198.0
-1986.0,-1033.5,-952.5,2.2332613289356233,2.203523705071873,-352.5,-252.0,-234.5,-194.5,-290.0,-288.5,-169.5,-204.5
-1753.0,-798.0,-955.0,2.185903156465954,2.183384038673507,-255.5,-194.5,-196.5,-151.5,-280.5,-275.5,-163.0,-236.0
-1826.5,-873.0,-953.5,2.267148619890213,2.2259683125548895,-276.5,-183.5,-232.5,-180.5,-278.5,-261.0,-186.0,-228.0
-1871.5,-931.5,-940.0,2.2301382965511745,2.199148303601477,-358.0,-199.5,-180.5,-193.5,-220.5,-371.5,-159.5,-188.5
-1851.5,-937.0,-914.5,2.225211609072155,2.2162988952464526,-309.5,-158.0,-247.5,-222.0,-294.5,-225.0,-174.5,-220.5
-1926.0,-991.5,-934.5,2.172327564491166,2.166810509396924,-326.5,-167.5,-253.5,-244.0,-258.5,-260.5,-198.5,-217.0
-1844.5,-955.0,-889.5,2.1788465913799073,2.0692200221949153,-289.5,-167.5,-245.0,-253.0,-243.5,-248.0,-163.5,-234.5
-1896.5,-921.5,-975.0,2.1526330365075004,2.1412133117516836,-315.0,-158.5,-236.5,-211.5,-295.0,-268.0,-186.0,-226.0
-2240.5,-1184.5,-1056.0,2.112220467130343,2.154400443699625,-365.5,-266.0,-290.5,-262.5,-294.0,-292.0,-213.5,-256.5
-1762.0,-899.0,-863.0,2.191500087413523,2.1505444599522483,-269.5,-165.5,-233.0,-231.0,-202.0,-276.0,-204.5,-180.5
-1925.0,-1010.5,-914.5,2.1941417121224935,2.1371236436896854,-305.0,-181.5,-264.5,-259.5,-233.5,-235.0,-198.0,-248.0
-1881.5,-974.5,-907.0,2.1799655669265325,2.198239349656635,-257.0,-216.0,-264.5,-237.0,-281.5,-257.0,-176.0,-192.5
-1703.5,-886.0,-817.5,2.12293102575673,2.1078190952539444,-237.0,-211.5,-197.0,-240.5,-222.5,-196.0,-188.5,-210.5
-1908.0,-943.0,-965.0,2.1283906579017637,2.0498620129293865,-278.5,-231.0,-234.0,-199.5,-260.0,-237.0,-198.0,-270.0
-1818.5,-941.5,-877.0,2.129217944873704,2.0576082325643963,-276.0,-186.5,-251.5,-227.5,-229.5,-211.0,-196.0,-240.5
-1897.5,-994.0,-903.5,2.072689555750953,2.0616865055428613,-337.5,-178.0,-266.5,-212.0,-302.5,-279.0,-141.0,-181.0
-1916.5,-934.0,-982.5,2.0971772528356976,2.04270095427831,-277.5,-235.0,-209.0,-212.5,-252.5,-330.5,-168.0,-231.5
-1768.0,-975.0,-793.0,2.157166984346178,2.1232385946644676,-233.5,-186.5,-266.5,-288.5,-232.0,-226.0,-153.5,-181.5
-1712.5,-886.0,-826.5,2.1157627208365333,2.1779941906531652,-293.5,-180.5,-213.5,-198.5,-249.5,-204.5,-168.5,-204.0
-1883.0,-1039.5,-843.5,2.102258057395617,2.112585942281617,-323.5,-173.5,-283.0,-259.5,-239.0,-227.5,-161.5,-215.5
-1746.0,-913.5,-832.5,2.113880349530114,2.0740204143855308,-261.0,-185.5,-238.5,-228.5,-218.0,-234.5,-198.0,-182.0
-1851.5,-934.0,-917.5,2.0918169250090917,2.1697178795933723,-336.5,-209.0,-220.0,-168.5,-264.0,-260.5,-143.5,-249.5
-1939.5,-979.5,-960.0,2.0312977365321583,2.1146632742550637,-322.5,-169.0,-223.0,-265.0,-263.5,-282.5,-195.0,-219.0
-1906.0,-943.5,-962.5,2.112210554877917,2.108993281589614,-272.0,-170.5,-249.0,-252.0,-301.5,-253.0,-198.5,-209.5
-1897.5,-980.5,-917.0,2.0731770581669275,2.134559833175606,-308.0,-177.0,-234.0,-261.5,-219.0,-236.0,-232.0,-230.0
-1925.5,-1055.0,-870.5,2.0726961473623913,2.0599135213428075,-339.5,-194.5,-253.5,-267.5,-209.0,-250.0,-150.5,-261.0
-1868.5,-887.5,-981.0,2.0869409870770244,2.124147520462672,-327.0,-164.5,-189.0,-207.0,-271.5,-236.5,-175.5,-297.5
-1978.5,-1039.0,-939.5,2.0461488402552073,2.136833947234684,-328.5,-178.0,-292.0,-240.5,-253.0,-264.5,-200.0,-222.0
-1859.0,-961.5,-897.5,2.0424871686432096,2.0979074190060296,-294.0,-192.5,-229.5,-245.5,-228.0,-325.5,-133.0,-211.0
-1860.5,-976.0,-884.5,2.0658224009805255,2.171546139485306,-320.0,-187.5,-254.5,-214.0,-234.5,-269.0,-183.0,-198.0
-2107.0,-1082.5,-1024.5,2.1365161915620168,2.052070857418908,-346.5,-209.0,-260.0,-267.0,-299.0,-266.0,-220.5,-239.0
-1854.5,-970.0,-884.5,2.1044619851642183,2.0965024444792006,-264.5,-166.5,-263.5,-275.5,-257.5,-210.0,-193.5,-223.5
-1828.5,-1002.0,-826.5,2.1012650473250285,2.068537790576617,-325.0,-186.5,-280.0,-210.5,-252.5,-203.5,-141.0,-229.5
-1807.5,-952.5,-855.0,2.1531539804405635,1.98820032460822,-257.0,-193.5,-248.5,-253.5,-198.0,-249.5,-200.0,-207.5
-1891.5,-960.5,-931.0,2.147008259428872,1.9940952840778563,-336.5,-201.0,-204.5,-218.5,-278.5,-256.5,-191.5,-204.5
-1806.5,-928.0,-878.5,2.0782290518283846,2.0995269348224004,-259.0,-177.0,-266.5,-225.5,-244.0,-253.0,-170.0,-211.5
-1963.0,-1032.0,-931.0,2.05244900683562,2.0272148003180823,-307.5,-207.0,-247.5,-270.0,-221.5,-258.0,-190.0,-261.5
-1813.0,-930.5,-882.5,2.1152564300431145,2.0628806309567556,-288.0,-181.0,-257.5,-204.0,-246.5,-246.5,-177.5,-212.0
-1978.5,-990.5,-988.0,2.0985874361462065,2.0349666439824636,-311.0,-195.5,-273.0,-211.0,-286.5,-301.5,-167.5,-232.5
-1794.0,-961.5,-832.5,2.0547935009002685,2.035776991314358,-260.0,-188.5,-243.5,-269.5,-204.0,-236.0,-144.0,-248.5
-1756.0,-949.0,-807.0,2.0754806690745884,1.9887753537959523,-331.0,-168.0,-243.0,-207.0,-217.0,-198.5,-162.0,-229.5
-1830.0,-942.0,-888.0,2.0577476130591497,2.0354569918579526,-301.0,-177.0,-240.5,-223.5,-250.5,-257.0,-158.0,-222.5
-1980.0,-1020.5,-959.5,2.118525039487415,1.9865714914268917,-304.0,-165.5,-283.0,-268.0,-216.5,-274.0,-183.0,-286.0
-1896.0,-974.5,-921.5,2.080780307120747,2.017699475586414,-278.5,-189.5,-288.5,-218.0,-309.0,-277.0,-132.0,-203.5
-1671.0,-905.5,-765.5,2.077786578403579,1.9800524774524901,-312.5,-168.5,-211.5,-213.0,-206.0,-246.0,-142.5,-171.0
-1754.5,-923.0,-831.5,2.0735091855128607,1.955765735440784,-336.0,-173.5,-218.0,-195.5,-231.5,-216.0,-182.5,-201.5
-1839.0,-910.0,-929.0,2.0939388549990126,1.971160330871741,-266.0,-209.0,-213.5,-221.5,-286.0,-238.0,-166.0,-239.0
-2090.0,-1139.5,-950.5,2.134827439983686,2.013346042235692,-328.5,-186.0,-301.5,-323.5,-244.5,-308.5,-183.5,-214.0
-1907.5,-1043.5,-864.0,2.097895204027494,2.003698847691218,-357.0,-199.5,-263.0,-224.0,-226.0,-224.5,-171.5,-242.0
-1788.0,-929.0,-859.0,2.129661724302504,1.97057799299558,-292.5,-189.0,-239.5,-208.0,-215.0,-213.5,-179.5,-251.0
-1798.0,-958.0,-840.0,2.0933291759755877,1.954134374525812,-300.0,-161.5,-251.0,-245.5,-199.0,-238.0,-182.0,-221.0
-1752.0,-882.0,-870.0,2.0761526498529648,1.9490470303429497,-265.5,-182.5,-228.0,-206.0,-230.0,-293.5,-140.0,-206.5
-1736.5,-787.0,-949.5,2.0299324022399055,1.963717136449284,-264.5,-171.0,-165.0,-186.5,-243.5,-307.0,-177.5,-221.5
-1812.0,-931.5,-880.5,2.0856574421127636,1.9429699844784207,-263.5,-217.0,-224.0,-227.0,-240.0,-226.0,-197.5,-217.0
-1753.5,-914.5,-839.0,2.0687324659691915,1.9978045033084022,-300.0,-186.0,-212.0,-216.5,-223.5,-213.0,-157.5,-245.0
-1775.5,-924.5,-851.0,2.103969732258055,1.9124556620915731,-291.5,-169.0,-235.5,-228.5,-242.5,-193.0,-169.5,-246.0
-1553.5,-829.0,-724.5,2.0355128076341416,1.8992036941978667,-264.5,-150.0,-216.0,-198.5,-172.5,-202.5,-168.5,-181.0
-1625.5,-828.5,-797.0,2.0437656339671877,1.8950383878416486,-269.0,-125.5,-242.0,-192.0,-248.0,-245.0,-141.0,-163.0
-1663.5,-874.5,-789.0,2.0371634566121632,1.822937937411997,-290.5,-166.0,-212.5,-205.5,-208.5,-204.0,-190.5,-186.0
-1731.5,-826.0,-905.5,1.959417815009753,1.842400904165374,-290.0,-164.5,-197.5,-174.0,-237.5,-253.5,-175.0,-239.5
-1760.5,-904.5,-856.0,1.9647208814819654,1.8513092378775278,-318.0,-175.5,-224.0,-187.0,-263.0,-212.0,-170.0,-211.0
-1906.0,-940.5,-965.5,2.0054605543613433,1.8306447565555573,-287.5,-183.5,-234.0,-235.5,-223.0,-246.0,-215.0,-281.5
-1793.0,-883.0,-910.0,1.9510942038562562,1.873684478468365,-236.0,-218.0,-221.0,-208.0,-280.5,-246.0,-161.0,-222.5
-1757.0,-941.0,-816.0,1.9750798849595919,1.7882014306055174,-363.5,-170.5,-211.0,-196.0,-227.5,-222.0,-141.5,-225.0
-1914.5,-1052.0,-862.5,1.9546723282999463,1.8473339516255591,-315.0,-200.5,-282.5,-254.0,-231.0,-222.0,-178.0,-231.5
-1528.0,-723.5,-804.5,1.9400026833017667,1.8562736910250452,-209.0,-148.5,-182.0,-184.0,-231.0,-218.0,-162.5,-193.0
-1740.5,-860.0,-880.5,1.9488858653439416,1.8350853691498439,-312.5,-154.5,-221.0,-172.0,-260.5,-249.0,-189.5,-181.5
-1773.0,-833.0,-940.0,1.9284842007690006,1.7855899279316267,-282.5,-168.0,-198.5,-184.0,-322.5,-241.5,-198.0,-178.0
-1913.5,-1039.0,-874.5,1.9011051962773005,1.7987477776077059,-408.5,-212.5,-200.5,-217.5,-205.0,-266.5,-182.5,-220.5
-1778.0,-997.5,-780.5,1.8935997486114502,1.8693673183520636,-329.5,-137.0,-269.0,-262.0,-208.0,-214.0,-174.5,-184.0
-1738.5,-892.0,-846.5,1.9207411009404394,1.8005353877941768,-227.0,-171.5,-261.5,-232.0,-225.0,-226.0,-153.0,-242.5
-1706.5,-886.5,-820.0,1.937594452003638,1.7477759276827176,-247.5,-207.5,-201.5,-230.0,-226.5,-199.0,-159.0,-235.5
-1755.5,-873.0,-882.5,1.8903185811307694,1.7791563767525884,-205.5,-191.0,-215.5,-261.0,-282.5,-264.5,-147.0,-188.5
-1880.5,-946.5,-934.0,1.9361320321758588,1.8168696575694614,-293.5,-167.5,-272.0,-213.5,-276.0,-281.5,-163.0,-213.5
-1836.5,-988.0,-848.5,1.9446265978945627,1.7752187713980674,-270.0,-204.5,-257.0,-256.5,-236.5,-238.5,-171.0,-202.5
-2068.5,-1181.5,-887.0,1.8736145910289552,1.8091577450434366,-363.0,-205.5,-312.5,-300.5,-197.0,-284.5,-175.0,-230.5
-1765.5,-856.0,-909.5,1.940579316020012,1.7666443957222833,-243.0,-194.0,-218.0,-201.0,-232.0,-320.5,-130.5,-226.5
-1674.0,-953.0,-721.0,1.8856651370724042,1.793312625090281,-343.5,-172.5,-248.0,-189.0,-202.0,-206.0,-141.0,-172.0
-1719.5,-895.0,-824.5,1.9867236231764158,1.81461131291257,-272.0,-158.5,-259.5,-205.0,-217.0,-270.5,-152.0,-185.0
-1735.0,-908.0,-827.0,1.9356652514802084,1.7766934598485629,-263.0,-165.0,-235.5,-244.5,-234.0,-227.0,-153.0,-213.0
-1843.0,-883.0,-960.0,1.9798193734553124,1.7348999286691347,-259.0,-134.5,-231.5,-258.0,-234.0,-238.5,-203.5,-284.0
-1795.5,-956.0,-839.5,1.9424545503324933,1.7165034439828661,-306.0,-178.5,-218.5,-253.0,-244.5,-274.5,-147.0,-173.5
-1856.5,-959.5,-897.0,1.9642623676194084,1.7788090839982034,-280.5,-219.5,-214.0,-245.5,-282.5,-237.0,-186.5,-191.0
-1732.0,-914.0,-818.0,1.906968897415532,1.7546032932069566,-293.5,-198.5,-231.0,-191.0,-233.5,-208.5,-158.5,-217.5
-1833.5,-1015.5,-818.0,1.9731046305762396,1.7482585057616233,-322.0,-163.5,-273.0,-257.0,-228.0,-190.0,-209.5,-190.5
-1871.5,-952.5,-919.0,1.9653405702776379,1.7607212021946907,-314.0,-171.5,-262.5,-204.5,-245.0,-232.0,-189.5,-252.5
-1872.5,-1007.5,-865.0,1.964393250975344,1.7976380712456173,-342.0,-164.0,-263.5,-238.0,-241.0,-235.0,-162.0,-227.0
-1682.0,-890.5,-791.5,1.9602150744862026,1.7897891738348537,-300.0,-163.5,-252.0,-175.0,-244.5,-235.0,-130.5,-181.5
-1893.0,-1014.0,-879.0,2.0457244409455195,1.7685332927438948,-376.5,-163.0,-267.5,-207.0,-245.0,-227.5,-172.5,-234.0
-1920.0,-1065.5,-854.5,1.9435732550091214,1.8003337300486035,-327.0,-255.0,-277.0,-206.5,-219.5,-221.0,-183.5,-230.5
-1772.0,-884.5,-887.5,2.0073548681206175,1.7520082043276892,-275.5,-193.0,-228.5,-187.5,-231.0,-250.0,-192.0,-214.5
-1823.5,-937.5,-886.0,1.9348385171757805,1.837386392056942,-235.5,-193.5,-281.5,-227.0,-237.5,-257.5,-173.0,-218.0
-1777.5,-885.0,-892.5,2.034196752972073,1.7935825881030825,-249.0,-173.0,-261.0,-202.0,-245.5,-245.0,-171.0,-231.0
-1756.5,-910.5,-846.0,1.9636762885583772,1.8081295960479313,-280.0,-165.0,-247.5,-218.0,-204.5,-220.0,-161.5,-260.0
-1711.0,-884.0,-827.0,1.9872763964864943,1.7948695260617469,-289.0,-192.5,-219.0,-183.5,-298.5,-201.5,-164.5,-162.5
-1836.0,-965.5,-870.5,1.9717126419146855,1.7603390983409353,-284.0,-210.5,-235.0,-236.0,-210.0,-215.5,-176.0,-269.0
-1715.5,-927.5,-788.0,1.9771140201224222,1.783863449262248,-294.0,-187.5,-216.5,-229.5,-162.0,-232.0,-162.5,-231.5
-1598.0,-823.5,-774.5,1.964544594950146,1.7514096919033262,-271.0,-153.0,-237.5,-162.0,-180.0,-245.0,-150.5,-199.0
-1941.0,-953.5,-987.5,2.001890617609024,1.7753022650877635,-291.0,-195.5,-226.5,-240.5,-298.5,-263.5,-204.5,-221.0
-1635.0,-892.0,-743.0,1.9794103372428151,1.75167924993568,-339.0,-159.5,-213.5,-180.0,-223.0,-188.0,-148.0,-184.0
